text,target
"Вообще не поняла , чем море не угодило людям )) в Дубае много пляжей с открытым обзором . Берите отель не на пальме и будет вам deep blue sea )",Neutral
"Я, в основном, был на Кольском п-ве, но с огромным удовольствием прочёл вашу статью. Очень хорошо изложено, и полезная инфа. Спасибо.",Positive
"Обидно не то как нас называют, а то что не ценится наш труд.",Negative
"Как-то у вас всё скомкано, в кучу и неудача за неудачей. Возьмитесь хотя бы за что-то одно и доделайте до конца , потом следующее и так далее.
Первое, наверное, и основное -это постоянная работа 🤔",Negative
"Тяжело сейчас свой бизнес открывать. Очень много вложений нужно, конкуренции полно. Сама ни разу и не пыталась даже. А кто рискует и пробует - молодцы😊",Negative
Хабаровск красивый город. Но жить там простому учителю или врачу нельзя. Как и везде нужна хооошая зарплата. А за 25 тыс  это не жизнь. Не все могут быть бизнесменами . Получать по 60 тыс. На такие деньги и в глухой деревне можно жить.,Neutral
"если я нигде официально не работаю, но получаю доходы от игры на бирже, и мой брокер платит налоги за меня, то могу ли я оформить такой уход? если пенсионеру до 80, то какое заключение нужно?",Neutral
"Интересна калорийность блюд, сдается мне там будет в день набегать меньше 1500 и то в основном из-за жира. Ну самая беда в том, что неделю прожить можно, может даже месяц, но потом поднадоест, да и насколько это правильное питание, вопрос",Negative
"Извините, любимый ТЖ и автор, но статью не дочитала до конца, потому что онв показалась мне скучноватой и длинной. Не знаю, что с моим IQ, я уже начала обрабатывать информацию из другой статьи 😂",Negative
"Ведьмак не такой уж плохой сериал - просто обычный. но у него есть мощный первоисточник и в таких случаях нельзя быть просто обычным сериалом

лично я посмотрю, но пересматривать не буду",Neutral
"Прежде чем купить книгу или взять на литрес по читат.билету, читаю о ней отзывы, и читаю те страницы, которые доступны бесплатно. Не понравилось и то, и другое, не беру- не трачу время и деньги. В фикспрайс тоже хожу, листаю - если понравилось, беру.",Neutral
"Моей родственнице отказали в пособии, потому что доход был выше на 50-100 рублей, чем нужно. Я, конечно, понимаю, что закон и правила для всех должны быть едиными, но 50 РУБЛЕЙ, КАРЛ!!! Как будто на них шикануть можно...",Negative.
"""Такая техника поможет немного снизить напряжение и разгрузить психику."" 


Такая техника- самообман, который потом аукнется, когда ты в него поверишь. 
Что-то мне не кажется это отличной идеей, нет?",Negative
"А я была в Спартаке на концерте группы Ленинград. Было это очень давно, ещё за долго до пожара, но мне что-то подсказывает, что внутри не особо что поменялось с тех времен. Теперь просто копотью покрыто то, что было и без того облупившимся и страшным.",Negative
Хм. Я тут погуглила ваш логотип. У Windows есть прям точь-в-точь логотип как у вас. Так кто изобрел логотип?,Neutral
"У меня хроническая мигрень и вот если сравнивать - я бы лучше каждый месяц рожала, чем приступы мигрени. В процессе родов я даже не поняла - почему другие женщины кричат? По сравнению с мигренью - родовая боль то, что вполне можно спокойно потерпеть. Особенно, зная, что это конечный процесс!",Negative
"Согласна полностью с автором. До меня это дошло в 43 года. Начала себя любить. Одеваться как хочу, днлать что хочу. Уволилась с работы, где все время слышала - вы должны! Теперь лечу психику и нервы у невролога.",Positive
Б/у я только автомобили покупаю - там еще есть смысл экономить. А всякую мелочь вроде бытовой техники уж лучше новой брать.,Neutral
"Сколько трудозатрат! Время,потраченное на каши, салатики, заморозки-разморозки, самодельные мюсли, компоты и т.п. Кости, вывариваемые в течение 10-12 часов. 
 Можно сказать, жизнь на алтарь диеты героически брошена! А  здоровье выдержит? И холестерин в такой диете зашкаливает. В жирных молочных продуктах его много, еще субпродукты, косточки...Там самый высокий процент холестерина.",Negative
"очень справедливо.закон важен для всех сторон.у меня вопрос, как поступают в таких случаях с работающими пенсионерами?",Positive
"Нравится ответ Роберта Кийосаки:"" Денег должно хватать на ежедневные, еженедельные, ежемесячные, ежегодные траты постоянно и на автомате"".",Positive
"Я не фанат имен типа Саша или Маша. Такое ощущение, что родители вообще решили не заморачиваться. Если парень - Сашка будет, если девочка - Машка.",Negative
"Прошел тест, в очередной раз убедился в правильности своего решения не заводить детей.",Positive
"Сейчас цены на авто улетели в космос. Ищу машину, захожу на Авито и плачу. Год назад за миллион можно было взять Машину, а сейчас, похоже, столько скоро будет стоить хороший самокат🤦‍♀️покупать авто с пробегом 300+ и ста тысячами владельцев за миллион я не готова.",Negative
"Вау! Читаю этот рассказ, вернувшись утром из круиза по Персидскому заливу на MSC Virtuosa и думая только о том, как бы теперь попасть в Европу!))",Positive
"Отец мужа из Калабрии, а там, как говорится, острый пеперончино не кладут только в воду. Он на столе всегда кладет для себя маленькую доску с перчиком. И сам режет в тарелку. Так вот когда человек обжёгся, не пить, а есть кусок чёрствого хлеба. Споры хлеба помогают очистить рот",Neutral
"В школе на экзамене по химии меня спросил директор школы-За кого вышла замуж дочь Менделеева?Я знала ,и ответила,правда с запинкой,тк растерялась.А отвечала я вопрос по таблице Менделеева.Моя классная возмутилась,а я сказала-Отвечу,сейчас вспомню...И вспомнила!Горжусь этим и ответом ,и вопросом!!!!!",Positive
"Живу в Липецке и готовлюсь к переезду в Москву. Город грязный и очень злой народ. Обзор отличный и один из самых познавательных для тех кто здесь не был, имхо. Спасибо автору за работу )",Negative
"В сказки не верю,  принца  не жду, но к топоту копыт прислушиваюсь?",Neutral
"Этот странный человек видимо приехал в Санкт-Петербург искать грязь, вместо посещения музеев и красивейших мест не только в России, но и Европы. Видимо весь центр он проехал внутри метро :) Санкт-Петербург как бывшая столица Российской империи имеет самый большой исторический центр в России.",Negative
"а можно спросить, как панель, которая бывает при разговоре, сделать обратно наверху, уж очень неудобно то, что она внизу",Neutral
"Как заставить соседа расчищать канавы вдоль участка, примыкающие к дороге на землях ИЖС?",Neutral
"Всегда просите ЗП больше текущего уровня на +20-30%, если текущий уровень совсем дно, врите, что получали хотя бы среднюю по рынку.
Вы должны излучать перед работодателем уверенность в своей позиции, кстати обязательства и ипотека очень помогает держать железную планку - ""ни шагу назад"" )))",Neutral
Обновил свой 11й в том году. Серый 13 pro max на 256 обошелся в 82 тр. Второй год пошел- полет нормальный),Neutral
"Правильно ли я понимаю, что вас спасло то, что прошла исковая давность?",Neutral
"Какая жесть. Плюсую.
а банк что, насильно выдавал Вам первую кредитку после 20 лет? )",Neutral
"Хе. Дорогая будущая я - с тобой мы прочитали отчёт МинФина за январь 2023 года - так я тебе скажу, ну это же прямо Хроники пикирующего Бомбардировщика! ""Ещё один год будет тяжелейший и не совсем понятно, как найти силы и мотивацию."" ха, ха, ха. Год, ты серьёзно?",Neutral
У меня один вопрос - что мешало предложить виновнику на 30000 купить осагу и потом поставить машины и вызвать ГИБДД?,Neutral
"Ой, автор, так знакомо. Тоже выучилась на нелюбимую профессию. Как теперь переучиться, непонятно. Второе высшее очень дорогое, а на нелюбимой работе много не заработаешь",Negative
"У меня были бежевые, сапфировые. Сейчас думаю, что можно было и железо поставить, тк по сути впечатление от внешности они не меняют.",Neutral
"300 евро на еду? 15ех30дней только обеды?! пи*дёш! 100% по раздачам бесплатной еды ходит.  скорее всего есть удаленный заработок, который не показывает в налоговой.",Negative
Вы не закрасили свой номер в базе Ресо. По нему вас легко можно найти.,Negative
"Слишком все кратко, без подробностей, многое не понятно, читается на одном дыхании, но только начал читать и уже конец. Понятно, что времени мало, но нужно срочно, 2, 3,4 части, но уже подробнее.",Negative
"Спасибо за обзорную и широкую статью, практически полностью освещены все вопросы по проживанию и быту- очень подробно, всего вам самого наилучшего и успехов ! Классная работа🙂👍",Positive
"Раньше не любил голосые сообщения, а сейчас стал чаще передвигаться за рулем, так даже удобнее",Positive
"Артур, я с большим интересом прочла Вашу статью! Спасибо за такой интересный материал! Захотелось прочесть Вашу книгу. (""Чаевых не будет"" — отличное название, гораздо лучше утвержденного. Может быть, оно подойдет продолжению книги?)",Positive.
Живу в Турции на берегу Эгейского моря и читаю с ужасом 🥺,Negative
"Серьёзно, в 2016 году можно было купить квартиру не по 214-ФЗ?
Хотя, понятно, и это ни от чего не гарантировало, но хоть что-то.",Neutral
"10 лет. 
Ежемесячно перевожу на карту 2000 фиксировано на траты в школе. Остально по запросу. Не считали эту сумму. Так как траты контролируются с родительского счета.",Neutral
"При зп 70000 - 90000 р
Заплати себе 20%
Своя кредитная карта - 20% с каждым пополнением на 10%
Бизнес- 20% 
На жизнь - 40%",Neutral
Подскажите пожалуйста если я ухожу во второй декрет с той же организации разве не 60% от среднего заработка платят до 1.5 лет ?,Neutral
"Очень мило и спокойно, правда в процессе чтения забываешь, что автору не 50 лет, а 24, но книжный досуг это все равно прекрасно. 

Чтобы я добавила, больше спорта, может слегка более разнообразные выходные, в москве столько всего интересного, на лекции можно ходить, например.",Neutral
"У меня все друзья зарабатывают меньше меня, и если мы куда идём в то заведение которое они могут потянуть, и стараюсь всячески не демонстрировать свой достаток, чтобы никак не задеть друга. Мне важнее мой друг и тёплые отношения с ними.",Neutral
"Чот не понял
Доход у всего мака миллиарды, но тот самый перекуп франчайзи работал в минус?
И он покупает всю сеть 
Хмммм",Negative
"Абонемент купленный на месяц. Так кажется, что совсем мало времени и надо успеть походить. Как показала практика - работает.",Positive
"Вы молодец! Только вперёд! Мне 53 и я тоже прохожу примерно эти же стадии развития и познания себя. Будем стараться, а там - как получится! Главное - не стоять на месте, не сдаваться возрасту, верить, делать и мечтать!!! 💪🙏🧡😃",Positive
Очень классная статья прочитала с удовольствием.Статья мне очень понравилось. Желаю вам удачи.  Жду следующие ваши работы.,Positive
Купил бы лёд в Антарктиде на все и транспортировал в Африку пусть порадуются,Neutral
"Терапевт накопивший 4 млн $ Что-то не договаривает, даже если бы он 5к получал в месяц, за вычетом налогов он не накопил бы за 12 лет и полумиллиона",Negative
"А где расчёска и зеркальце?)
Как вам удаётся в метро вязать - не задеваете локтями соседей? Очень красивый цвет и узор!",Positive
"Это не бизнес, а рабство за АКЦИЗЫ ОН ПЛАТИТ ОГРОМНЫЕ ДЕНЬГИ.
Себестоимость литра 120 рублей- это бред, а не бизнес!",Negative
"Очень интересно было почитать вашу статью. У меня тоже самоед к тому же тезка вашей Элли, тоже Элли ☺️ Ей 20 июля будет годик, не на секунду не пожалела что взяла эту очаровательную малышку. Уход за ней в удовольствие.",Positive
"Мне 70 , не работаю два месяца. Уже ощутила не дведостаток средств. Один поход в аптеку_2, 500    тысячи. Пенсия_13, 400,стаж 46 лет. Так что работать приходится. А дети... У него своих проблем хватает, а зарплата у нас скудненькая, не Москва.",Neutral
"Если есть личная подушка безопасности и вы умеете копить,более того вам есть с чего,почему бы не почиллить заботясь о человеке которого вы любите или о людях,просто заниматься хобби?Я за.",Positive
"Похоже на машине времени эта дама очутилась в прошлом, судя по плитке на заднем фоне, одежды покажу грудь, году там между 1985 и 2007м.
В России такого старья нет",Neutral
"Видаки покупали, за квартиру чем то платили же, шмотки покупали? Много вопросов...",Neutral
"Никогда не понимал тех, кто после расставания, собирают все подарки которые дарили, это же бред, так помимо этого еще и счет выставляют: я на тебя потратил 20к на то и на то, верни потраченные деньги. Маразм!!!",Negative
"Я в прошлом году подавала декларацию за лечение зубов+ИИС. Мне выплатили деньги через 2 недели. 
Большего восторга, связанного с налоговой, я не испытывала😀",Positive.
"А где «Барнаул - столица мира»? Где сулима, поток? Где про торговых центров больше, чем жителей? Кстати слово «стегать» не говорят уже лет 15))",Negative
"Поколение людей без жилья, т.е. с квартирами, на которые не было заработано самостоятельно.",Neutral
"Меня лично печалит, что в мире полно мест, где я никогда не побываю. И это не турецкие отели или древности Европы, а те месте, где бывают очень редкие путешественники очень редких профессий. 
И молодцы те, кто стремится пережить хоть какие-то моменты и поехать куда-то.",Negative
"Машинка швейная - 24000руб.
Лежит без пользы уже 2-й год. Хотя, возможно, начну шить",Neutral
"Здравствуйте ,если одобрили единое пособие ,до 1,5 лет ,работающим уже платить не будут ?",Neutral
"Делать норму за 4 дня - это повысить производительность на 20%. Резко и одномоментно. Это возможно только в случае, если убрать многочисленные перекуры, отключить интернет, запретить юзать смартфон во время работы и трындеть с коллегами.",Neutral
"Интересная статья. Сколько слышал про Кению, но никто так красочно ещё не описывал. Удачи на московском полумарафоне!",Positive
"К сожалению, перечитала текст, все ответы автора и не поняла зачем стараться так доказывать свое мнение ""в СССР разводили халявщиков"". Это обсуждения с разряда ""если бы"", который чисто не стоит внимания",Negative
"Купить землю с залежами полезных продуктов золото, нефрит, железо и т. д. Дом, земля, строительные бизнес, недвижимость сдача в аренду и многое другое капитал должен приносить прибыль",Neutral
"Не совсем поняла, а в чем суть продукта? Это для тех, у кого непереносимость лактозы, или что? Сахар как был в обычной сгущенке, так и здесь есть. Дело во вкусе? Но овсяное молоко, например, весьма на любителя по данному параметру.",Neutral
Спрос на СПО вырос в связи с не желанием сдавать ЕГЭ после 11 класса. Поэтому средне-специальное набирает популярность.,Neutral
"Истории слитых миллионов. Может разве что чебуречные могут заработать на продаже франшизы доверчивым мамонтам, у остальных шансов нет.",Negative
"А вот прямо сейчас у меня пропал покупатель)))) перевел деньги, сказал, что напишет, когда встречаться и пропал. Вот кто кого обманул? 😀",Negative
Радостно что человек достойно живет .но на мой взгляд дилетанта работа кривая ни тебе строчки .края кривые.Надо самому начинать -если он с такой работой зарабатывает от 100тр у меня есть шанс!,Neutral
"После заголовка так и хочется сказать - ну какая ж молодец. С детства, сама, приучила... М-да, куда катится журнал?",Positive
С каких маркетплейсов лучше начинать новичку. Есть ли смысл платить на регистрацию на вб. Можно ли начать с небольших сумм или нужен большой капитал для начала.,Neutral
"Скажите пожалуйста если я устраиваюсь на госуд службу, открыт счет 2021 году ни каих доходов за 2022 г не получал, закрыть не могу потомучто там осиаток 8 т. Я не устррюсь",Neutral
"За 6 лет не найти хороший дом и двор и жить в новостройке? Что ж это за город такой)) а так да или центр или уже деревня, окраины городов мне тоже не нравятся",Negative
"Вообще люблю вкусно поесть: от мясного до сладкого. Не понимаю людей, которым всё равно, что поесть. Я как наверну.. ""вся в папу"" - говорит мама. Может потому, что мы - тельцы.",Neutral
Полностью поддерживаю автора! Спорт и правда дает энергию и здоровье. Я плачу 60 000 руб в год за клуб довольо высокого уровня в Питере и не жалею ),Positive
"А можно чуть больше конкретики, что именно-то не понравилось, что пошло не так, кроме того, что вы непродуманно вышвырнули 12к туда, 15к сюда?",Neutral
"Простите мое занудство, но 32-38 лет - это не миллениалы. Это люди, рождённые в  СССР и в первые годы  перестройки.",Neutral
"Ну так себе родители, если честно. Нужно обучать финансовой грамотности с пелёнок и давать ощущение безопасности - это лучше подготовит их к самостоятельной жизни. А то знаете, в вашей старости дети скажут, что а не пошли бы в дом престарелых и будут правы.",Neutral
Все же считаю что не зря взял готовый пк за 80к по скидке с более лучшими комплектующими в виде i5 12400f 32gb ram 3600 и GPU rtx 3060ti.,Positive
"Вопрос, нахрена женщине сдалось это  кровососущее чудище? У нее от родителей есть квартира и машина. У нее была работа, можно было развиваться и расти. Теперь она сидит дома, обеспечивая комфорт ""повелителю"", а он живет на всем готовом. Кошмар! Надеюсь, она одумается и отделается от этой пиявки!",Negative
"То есть корявость речи вы заметили только на этапе 20т.
Ну... так то логично, в вашем случае",Neutral
"Лично я ожидаю начинающуюся инфляционную спираль, включение печатного станка и ничего хорошего. Смотрю на все эти прогнозы из статьи и вспоминаю слова Талеба о том, что это просто цифры из воздуха.",Negative
"Здравствуйте, ребёнку 2 года будет в апреле, с мужем в разводе он официально не работает , мне откажут в едином пособии до 3-х лет ?",Neutral
"Как готовить замороженные овощи так, чтобы они не были склизкой субстанцией с водой.",Neutral
"Как копить в стране, где гарант взял курс на обнуление всего и вся?",Negative
"Вспомнила себя, даже в декрет ушла в такое же время. Отдыхайте, потом будет не до этого.",Neutral
"Что за волшебная атмосфера должна быть на кладбище? Феечки должны летать🤦, бред полный",Neutral
"Крутая статья, интересно было бы почитать продолжение с цифрами и итогами",Positive
Мы строим храм в Калужской области и помогаем Гремячеву женскому монастырю там же.,Positive
"Вспомнила с теплотой свою педпрактику по китайскому. Первый раз во втором классе общеобразовательной школы, второй раз уже с первым курсом своего универа. Крутой разброс! Тогда я хотела пойти после универа преподавать, но бизнес переманил меня раньше 😅",Positive
"Из всего прочитанного больше всего бросается в глаза количество дизлайков на комментариях автора!) 
Есть версии, почему так?)",Negative
"Ну если учитывать, что некоторые там и еду покупают, то почему нет",Neutral
"Самоед - НЕ ездовая собака. Самоед в квартире - самое ужасное, что может быть для этих собак.",Negative
"Классная вещь, если удачно выбрать модель. Я взял какой-то сяоми и не очень доволен. Сначала пару секунд идет холодная или теплая, а подставочка-водосборник маленькая и быстро переполняется. И еще, если поставить рядом с рабочим местом, работа начинает происходить в перерывах между чаепитием, длящимся вечно.",Neutral
"если бы я была работодателем, я бы только длинноволосых мужчин нанимала. и чтоб обязательно пели под гитару каждое утро под окнами офиса. ну а что, выбирают же другие - кому девочку, кому без татуировок, кому с машиной надо....",Negative
"я бы сейчас распорядился маткапиталом частично компенсировав им учебу в институте, но моим детям не положен капитал так как они родились в 2003 и 2005",Neutral
"Удалил зуб мудрости на этой неделе, просто потому что могу. С кариесом, но не болел и вроде как я им пользовался – все зубы смыкались. Теперь думаю – и нафига я это сделал вообще.",Negative
"О, прикольно, я тоже в этот банк на полгода на Финуслугах разместила и под этот же процент, только вклад чуть больше. 
Удобная вообще платформа, я оценила.",Positive
"Кто несвязан с индустрией обогащения туристов, отдыхает в зимний период. Я имею ввиду местный контингент.",Neutral
"Автор не прав вообще во всем .А если написать то, что хотелось написать после прочитанного, автор просто дурак.Уринотерапия очень полезна, вылечила астму и ещё много болезней.И ещё избавилась от четырех бородавок на пальце.",Negative.
"Как говорила моя подруга, хлебнувшая лиха с арендаторами, лучшие квартиросъёмщики- одинокие мужчины. После них бутылки вынес, пыль протер и готово)",Neutral
"Вопросов задать не хочу, но просто хочу отметить, что это отличная студия с очень классными проектами. Сам пермяк, встречался с ребятами на DevGamm. Успехов вам, благодарю за популизацию фольклора.",Positive
"вот это кайф, еще и за такие деньги, как он вообще в работе? удобный?",Positive
"Учился по той же специальности, нужно было думать головой, а не тем местом)",Negative
"процессе запуска трех проектов, связанных с кожаными изделиями
Модели кожаного коня с одной ноздрей и скакать в закат😂",Neutral
"Совет по сдаче биометрии - очень сомнительный, ее утечка будет иметь куда больше последствий, чем утечка данных паспорта.",Negative
"Хотел организовать концерт ""Короля и Шута"" в своем городе, но тут умирает ""Горшок"". Потом хотел организовать Концерт ""Время истекло"", но тут на Украине начался майдан. После этого я тоже решил, что ""никаких больше вечеринок"".",Negative
Спасибо за такой замечательный и полный рассказ-отчет. Был в Нидерландах дважды. Замечательная страна и люди.,Positive
"Вдвоем очень увлекательно, если есть вторая половинка , например. И игр значительно больше будет",Positive
Всё что нужно знать о риэлторах. А как они любят нагонять про свою незаменимость  и цену страшилками это отдельный диагноз. )),Negative
"Анастасия, здравствуйте!
Сегодня много информации о том, как перетекает рынок из off в on-line продажи. Скажите вы по своему бизнесу заметили такую тенденцию?",Neutral
Тупой вопрос. А где мой ответ что я ни чего делать не буду.  Ни куда звонитьн. Ни с кем не связываться просто пошлютдалеко,Negative
"Добрый вечер. Наш папа умер 1982г, он участник ВОВ, я училась на очном отделении. ПФ отказывает выдачу удостоверения льготное мне, как дочери кормильца. Что посоветуете, как быть мне и доказать, что имею получить именно удостоверение.",Neutral
Из бумажных у меня только книга о вкусной и здоровой пищи 50х годов. Остальное только электронное. Читаю с телефона или с экрана ПК. Еще в конце 90х в ТХТ читал через нортон.,Neutral
"В статье не сказано самого главного - то, что можно приготовить в бытовом рожке (а статья именно про них) не имеет практически никакого отношения к эспрессо. Подобные кофеварки безусловно имеют право на существование, просто не нужно ждать что в них получится приготовить такой же напиток, как подают в кофейнях.",Negative
"Можно ли получить первый загранпаспорт за рубежом. Сейчас живу в Киргизии (для въезда из РФ загран не нужен), у меня уже готовый загран лежит в РФ, но пересылать или по доверенности выдать отказываются. Лично ехать в РФ не могу сейчас.",Neutral
"Скажите у меня дочь не работает, а зять не официально не оформляют. Двое детей 4 г и 5 лет. Положены ли им выплаты и отказывают в выплотах на детей",Neutral
"Никогда не ходила на свидания в дорогие заведения. Как правило, кофейня. Когда цена вопроса несколько сотен, мне все равно, заплатят за меня или нет. Как бы, и сама могу потянуть. Поэтому всегда предлагала заплатить за себя, для вежливости. А они всегда отказывались и платили, конечно",Neutral
"Если честно, то звучит так, что послезавтра мы все прочитаем статью автора в рубрике ""читатели против мошенников"".
Вопрос вывода крупных сумм не раскрыт.",Neutral
"Резюмированный ответ на вопрос ""Что помогает вам совмещать несколько работ?"" по описаниям авторов: молодость.
Что действительно может помочь: нормальный сон, сбалансированное питание, физическая активность и бешеная мотивация.",Neutral
"Какая разница в длине конечностей сейчас?
Если она значительная, то хоть оппейтесь таблетками - ничего не изменится. А вот специальные стельки (с разной толщиной) - уберут большую часть симптомов. вы же, как вижу, покупаете ортопедические, но одинаковые для правой и левой ноги.",Neutral
"У меня множество страхов, но слава богу повезло, что хоть на самолётах вполне нормально летаю!",Neutral
"А ещё там есть фестиваль восстановления исторической среды Том Сойер Фест ) Для тех, кто и сам любит немного приложить мохнатые лапки к облагораживанию архитектурной красоты. Заходите к ребятам на огонёк )
https://vk.com/tsfsarapul",Positive
"ООО «Кря»
Но мне больше нравится ЗАО ""Га-га-га"" 
POV Куплинов с его "" я гусь и я до всех доебусь"" :)",Neutral
Бесплатный проезд одному из родителей. Детские выплачивать без учета прожиточного минимума.,Neutral
"Здравствуйте,Екатерина.Если у меня 2 авто и один числится в угоне могу я претендовать на пособие с 3-7лет?",Neutral
"Простите, но вот вообще никак не поддерживаю отказ от прописанного лечения.",Negative
"Хорошие способы описаны.
Еще как вариант, есть сервис ""Толково"".  Если вы в Москве, то можно отнести ненужные вещи в ближайший постомат, их заберут, оценят и начислят баллы. Можно конвертировать в скидку в разных магазинах, или направить на помощь в Ночлежку итд.",Positive
"Как я поняла, с лужайкой как-то не срослось в первый декрет, поэтому Вы решили второй раз попробовать?
Жаль Ваших детей, но не Вас.",Negative
"Принципиальность — ваше второе имя.
Да как сказать. Я конечно предпочитаю честность, но с другой стороны и расценки в ваших вопросах были довольно скромные. Видимо это не я такая принципиальная, а вы не предложили тех денег за которые лично меня можно купить :)
Спасибо, было интересно)",Neutral
"Если ребёнок хочет этого,то почему бы и нет.К тому же она наберётся опыта и научиться распоряжаться СВОИМИ деньгами.Да я думаю ребенку будет приятно держать собственно заработанные деньги.Мне самой 13 лет в ноябре исполнится 14, очень жду лета,чтобы тоже айти подработку❤",Positive
"Прошу прощения, но как вы занимаетесь фрилансом и разработкой сайтов на самом дешевом планшете Digma?",Neutral
"Свободны точно не будете. Обычно при отзыве банку назначают правопреемника - другой банк, вот в него платежи и переводят",Neutral
"11 288,87 USD это 850000 Руб ВВП на душу населения в России за 2018 год не мог же он упасть до 140 тысяч - у Вас ошибка в ответе.",Neutral
"Я люблю цветы, и очень приятно получать их на первом свидании.",Positive
"Вывела бородавку на запястье чистотелом. Мазала каждый раз, как попадался чистотел, пару месяцев, наверное. Мазала просто так, не веря, мне было лет пять-шесть. Но бородавка исчезла! Помню, взрослые ещё сильно удивлялись.",Positive
